NTP Timestamp (ms),Arduino Timestamp (ms),Frequency (Hz)
2025-04-23 23:37:27.701,13500,50.1100
2025-04-23 23:37:27.725,13520,50.1200
2025-04-23 23:37:27.743,13540,50.1000
2025-04-23 23:37:27.762,13560,50.1000
2025-04-23 23:37:27.779,13580,50.1100
2025-04-23 23:37:27.799,13600,50.1200
2025-04-23 23:37:27.819,13620,50.1100
2025-04-23 23:37:27.845,13640,50.1000
2025-04-23 23:37:27.863,13660,50.0900
2025-04-23 23:37:27.883,13680,50.1000
2025-04-23 23:37:27.899,13700,50.1200
2025-04-23 23:37:27.923,13720,50.1200
2025-04-23 23:37:27.940,13740,50.1100
2025-04-23 23:37:27.964,13760,50.1000
2025-04-23 23:37:27.983,13780,50.1100
2025-04-23 23:37:28.005,13800,50.1100
2025-04-23 23:37:28.020,13820,50.1100
2025-04-23 23:37:28.044,13840,50.1100
2025-04-23 23:37:28.064,13860,50.1000
2025-04-23 23:37:28.081,13880,50.1000
2025-04-23 23:37:28.097,13900,50.1100
2025-04-23 23:37:28.120,13920,50.1200
2025-04-23 23:37:28.144,13940,50.1000
2025-04-23 23:37:28.163,13960,50.1100
2025-04-23 23:37:28.182,13980,50.1000
2025-04-23 23:37:28.205,14000,50.1100
2025-04-23 23:37:28.226,14020,50.1000
2025-04-23 23:37:28.243,14040,50.1200
2025-04-23 23:37:28.263,14060,50.1100
2025-04-23 23:37:28.281,14080,50.1000
2025-04-23 23:37:28.300,14100,50.1000
2025-04-23 23:37:28.325,14120,50.1200
2025-04-23 23:37:28.345,14140,50.1100
2025-04-23 23:37:28.364,14160,50.1000
2025-04-23 23:37:28.379,14180,50.1100
2025-04-23 23:37:28.405,14200,50.1000
2025-04-23 23:37:28.423,14220,50.1100
2025-04-23 23:37:28.446,14240,50.1200
2025-04-23 23:37:28.463,14260,50.1000
2025-04-23 23:37:28.483,14280,50.1100
2025-04-23 23:37:28.501,14300,50.1000
2025-04-23 23:37:28.546,14320,50.1000
2025-04-23 23:37:28.546,14340,50.1200
2025-04-23 23:37:28.561,14360,50.1100
2025-04-23 23:37:28.575,14380,50.1100
2025-04-23 23:37:28.605,14400,50.1100
2025-04-23 23:37:28.626,14420,50.0900
2025-04-23 23:37:28.643,14440,50.1200
2025-04-23 23:37:28.659,14460,50.1100
2025-04-23 23:37:28.684,14480,50.1100
2025-04-23 23:37:28.702,14500,50.1000
2025-04-23 23:37:28.724,14520,50.1000
2025-04-23 23:37:28.742,14540,50.1200
2025-04-23 23:37:28.765,14560,50.1100
2025-04-23 23:37:28.780,14580,50.1100
2025-04-23 23:37:28.792,14600,50.1100
2025-04-23 23:37:28.821,14620,50.1000
2025-04-23 23:37:28.837,14640,50.1100
2025-04-23 23:37:28.861,14660,50.1000
2025-04-23 23:37:28.874,14680,50.1200
2025-04-23 23:37:28.903,14700,50.1000
2025-04-23 23:37:28.919,14720,50.1000
2025-04-23 23:37:28.942,14740,50.1100
2025-04-23 23:37:28.962,14760,50.1200
2025-04-23 23:37:28.971,14780,50.1200
2025-04-23 23:37:29.004,14800,50.1000
2025-04-23 23:37:29.019,14820,50.1000
2025-04-23 23:37:29.100,14900,50.1100
2025-04-23 23:37:29.121,14920,50.1000
2025-04-23 23:37:29.143,14940,50.1000
2025-04-23 23:37:29.164,14960,50.1100
2025-04-23 23:37:29.185,14980,50.1100
2025-04-23 23:37:29.192,15000,50.1000
2025-04-23 23:37:29.217,15020,50.1000
2025-04-23 23:37:29.243,15040,50.1100
2025-04-23 23:37:29.266,15060,50.1000
2025-04-23 23:37:29.280,15080,50.1100
2025-04-23 23:37:29.306,15100,50.1200
2025-04-23 23:37:29.322,15120,50.1100
2025-04-23 23:37:29.342,15140,50.1000
2025-04-23 23:37:29.362,15160,50.1100
2025-04-23 23:37:29.385,15180,50.1000
2025-04-23 23:37:29.405,15200,50.1200
2025-04-23 23:37:29.426,15220,50.1100
2025-04-23 23:37:29.442,15240,50.1100
2025-04-23 23:37:29.459,15260,50.1000
2025-04-23 23:37:29.481,15280,50.1000
2025-04-23 23:37:29.490,15300,50.1200
2025-04-23 23:37:29.523,15320,50.1100
2025-04-23 23:37:29.539,15340,50.1100
2025-04-23 23:37:29.565,15360,50.1100
2025-04-23 23:37:29.586,15380,50.1000
2025-04-23 23:37:29.603,15400,50.1000
2025-04-23 23:37:29.622,15420,50.1200
2025-04-23 23:37:29.639,15440,50.1100
2025-04-23 23:37:29.659,15460,50.1100
2025-04-23 23:37:29.682,15480,50.1100
2025-04-23 23:37:29.703,15500,50.0900
2025-04-23 23:37:29.710,15520,50.1200
2025-04-23 23:37:29.734,15540,50.1100
2025-04-23 23:37:29.759,15560,50.1100
2025-04-23 23:37:29.776,15580,50.1100
2025-04-23 23:37:29.804,15600,50.1000
2025-04-23 23:37:29.818,15620,50.1100
2025-04-23 23:37:29.837,15640,50.1100
2025-04-23 23:37:29.857,15660,50.1100
2025-04-23 23:37:29.885,15680,50.1100
2025-04-23 23:37:29.892,15700,50.1000
2025-04-23 23:37:29.925,15720,50.1100
2025-04-23 23:37:29.941,15740,50.1100
2025-04-23 23:37:29.959,15760,50.1100
2025-04-23 23:37:29.985,15780,50.1100
2025-04-23 23:37:30.001,15800,50.1100
2025-04-23 23:37:30.018,15820,50.1000
2025-04-23 23:37:30.042,15840,50.1100
2025-04-23 23:37:30.065,15860,50.1100
2025-04-23 23:37:30.086,15880,50.1100
2025-04-23 23:37:30.103,15900,50.1100
2025-04-23 23:37:30.126,15920,50.1000
2025-04-23 23:37:30.143,15940,50.1000
2025-04-23 23:37:30.159,15960,50.1200
2025-04-23 23:37:30.186,15980,50.1100
2025-04-23 23:37:30.201,16000,50.1100
2025-04-23 23:37:30.217,16020,50.1000
2025-04-23 23:37:30.246,16040,50.1000
2025-04-23 23:37:30.265,16060,50.1000
2025-04-23 23:37:30.272,16080,50.1200
2025-04-23 23:37:30.304,16100,50.1100
2025-04-23 23:37:30.320,16120,50.1100
2025-04-23 23:37:30.345,16140,50.1100
2025-04-23 23:37:30.358,16160,50.1100
2025-04-23 23:37:30.379,16180,50.1000
2025-04-23 23:37:30.405,16200,50.1000
2025-04-23 23:37:30.426,16220,50.1100
2025-04-23 23:37:30.440,16240,50.1100
2025-04-23 23:37:30.459,16260,50.1200
2025-04-23 23:37:30.486,16280,50.1100
2025-04-23 23:37:30.506,16300,50.1000
2025-04-23 23:37:30.526,16320,50.1000
2025-04-23 23:37:30.542,16340,50.1100
2025-04-23 23:37:30.559,16360,50.1100
2025-04-23 23:37:30.586,16380,50.1100
2025-04-23 23:37:30.602,16400,50.1100
2025-04-23 23:37:30.619,16420,50.1000
2025-04-23 23:37:30.643,16440,50.1000
2025-04-23 23:37:30.659,16460,50.1200
2025-04-23 23:37:30.676,16480,50.1100
2025-04-23 23:37:30.706,16500,50.1000
2025-04-23 23:37:30.722,16520,50.1100
2025-04-23 23:37:30.738,16540,50.1000
2025-04-23 23:37:30.759,16560,50.1100
2025-04-23 23:37:30.784,16580,50.1200
2025-04-23 23:37:30.802,16600,50.1000
2025-04-23 23:37:30.826,16620,50.1000
2025-04-23 23:37:30.844,16640,50.1100
2025-04-23 23:37:30.852,16660,50.1100
2025-04-23 23:37:30.886,16680,50.1200
2025-04-23 23:37:30.904,16700,50.1100
2025-04-23 23:37:30.918,16720,50.1000
2025-04-23 23:37:30.939,16740,50.1000
2025-04-23 23:37:30.959,16760,50.1100
2025-04-23 23:37:30.987,16780,50.1200
2025-04-23 23:37:31.004,16800,50.1100
2025-04-23 23:37:31.026,16820,50.1100
2025-04-23 23:37:31.043,16840,50.1000
2025-04-23 23:37:31.059,16860,50.1000
2025-04-23 23:37:31.085,16880,50.1200
2025-04-23 23:37:31.092,16900,50.1100
2025-04-23 23:37:31.117,16920,50.1100
2025-04-23 23:37:31.141,16940,50.1000
2025-04-23 23:37:31.156,16960,50.1000
2025-04-23 23:37:31.196,16980,50.1200
2025-04-23 23:37:31.204,17000,50.1100
2025-04-23 23:37:31.227,17020,50.1000
2025-04-23 23:37:31.245,17040,50.1100
2025-04-23 23:37:31.265,17060,50.1100
2025-04-23 23:37:31.282,17080,50.1000
2025-04-23 23:37:31.306,17100,50.1200
2025-04-23 23:37:31.326,17120,50.1000
2025-04-23 23:37:31.345,17140,50.1100
2025-04-23 23:37:31.363,17160,50.1000
2025-04-23 23:37:31.384,17180,50.1000
2025-04-23 23:37:31.395,17200,50.1200
2025-04-23 23:37:31.425,17220,50.1100
2025-04-23 23:37:31.446,17240,50.1100
2025-04-23 23:37:31.466,17260,50.1100
2025-04-23 23:37:31.482,17280,50.0900
2025-04-23 23:37:31.507,17300,50.1100
2025-04-23 23:37:31.529,17320,50.1200
2025-04-23 23:37:31.548,17340,50.1100
