NTP Timestamp (ms),Arduino Timestamp (ms),Frequency (Hz)
2025-04-27 21:54:11.828,21200,50.1100
2025-04-27 21:54:11.877,21220,50.0300
2025-04-27 21:54:11.928,21240,50.1400
2025-04-27 21:54:11.974,21260,50.0900
2025-04-27 21:54:12.023,21280,50.0400
2025-04-27 21:54:12.072,21300,50.1400
2025-04-27 21:54:12.114,21320,50.1000
2025-04-27 21:54:12.161,21340,50.0400
2025-04-27 21:54:12.211,21360,50.1600
2025-04-27 21:54:12.259,21380,50.1000
2025-04-27 21:54:12.308,21400,50.0300
2025-04-27 21:54:12.355,21420,50.1300
2025-04-27 21:54:12.397,21440,50.1200
2025-04-27 21:54:12.446,21460,50.0400
2025-04-27 21:54:12.495,21480,50.1300
2025-04-27 21:54:12.536,21500,50.0800
2025-04-27 21:54:12.587,21520,50.0800
2025-04-27 21:54:12.641,21540,50.1600
2025-04-27 21:54:12.693,21560,50.0700
2025-04-27 21:54:12.742,21580,50.0700
2025-04-27 21:54:12.788,21600,50.1300
2025-04-27 21:54:12.837,21620,50.0700
2025-04-27 21:54:12.883,21640,50.0900
2025-04-27 21:54:12.932,21660,50.1300
2025-04-27 21:54:12.980,21680,50.0700
2025-04-27 21:54:13.023,21700,50.1000
2025-04-27 21:54:13.071,21720,50.1000
2025-04-27 21:54:13.126,21740,50.0900
2025-04-27 21:54:13.175,21760,50.0500
2025-04-27 21:54:13.223,21780,50.1000
2025-04-27 21:54:13.271,21800,50.1100
2025-04-27 21:54:13.316,21820,50.1200
2025-04-27 21:54:13.369,21840,50.0700
2025-04-27 21:54:13.417,21860,50.0900
2025-04-27 21:54:13.468,21880,50.1400
2025-04-27 21:54:13.516,21900,50.0800
2025-04-27 21:54:13.564,21920,50.0700
2025-04-27 21:54:13.613,21940,50.1400
2025-04-27 21:54:13.661,21960,50.0700
2025-04-27 21:54:13.713,21980,50.0900
2025-04-27 21:54:13.758,22000,50.0900
